cif,account_number,transaction_id,transaction_date,transaction_amount,transaction_channel,merchant_category,card_base
666644413142286,9555098951,354855766,9/24/2025,6579107,Mobile,Entertainment,On-us
666644413142286,9555098951,861028363,2/22/2025,9782912,Internet,F&B,Off-us
666644413142286,9555098951,762978779,4/12/2025,8457807,Mobile,Utilities,On-us
666644413142286,9555098951,606742045,9/7/2025,2593256,QRIS,F&B,Off-us
666644413142286,9555098951,299894322,1/13/2025,3101721,Internet,E-Commerce,On-us
666644413142286,9555098951,798795504,8/1/2025,1936100,E-Wallet,Transport,Off-us
666644413142286,9555098951,334907591,4/18/2025,812565,ATM,Utilities,On-us
573600017247252,7681034558,316960820,2/18/2025,2545438,ATM,Travel,Off-us
573600017247252,7681034558,356089689,7/12/2025,2334975,Internet,Entertainment,Off-us
573600017247252,7681034558,587244603,5/21/2025,899142,EDC,Transport,On-us
573600017247252,7681034558,731190123,10/8/2025,2508067,QRIS,Retail,Off-us
573600017247252,7681034558,258109014,6/7/2025,4030427,EDC,Travel,On-us
573600017247252,7681034558,710149981,2/26/2025,7050910,ATM,E-Commerce,Off-us
573600017247252,7681034558,862025305,3/13/2025,5214704,EDC,Retail,On-us
573600017247252,7681034558,912735542,6/17/2025,4708769,ATM,Transport,On-us
573600017247252,7681034558,255403365,10/9/2025,7696264,QRIS,Retail,On-us
573600017247252,7681034558,658909917,4/30/2025,585143,Mobile,F&B,On-us
573600017247252,7681034558,445233485,2/7/2025,4486271,Internet,Travel,Off-us
573600017247252,7681034558,536147493,5/4/2025,1253807,ATM,Travel,On-us
573600017247252,7681034558,885652606,9/28/2025,1320843,Mobile,Utilities,On-us
573600017247252,7681034558,866214669,7/13/2025,5135564,EDC,Transport,Off-us
573600017247252,7681034558,313136129,5/25/2025,8552336,EDC,Travel,On-us
573600017247252,7681034558,514175914,1/21/2025,202297,QRIS,Entertainment,On-us
573600017247252,7681034558,355730900,7/7/2025,5695379,E-Wallet,Utilities,On-us
573600017247252,7681034558,354875508,5/29/2025,5458175,Internet,E-Commerce,Off-us
573600017247252,7681034558,456650802,6/18/2025,4005622,ATM,Travel,Off-us
573600017247252,7681034558,566795192,8/29/2025,9730044,EDC,Utilities,Off-us
573600017247252,7681034558,489079637,2/12/2025,6105684,ATM,Utilities,On-us
573600017247252,7681034558,251195155,4/19/2025,733499,Internet,Retail,Off-us
573600017247252,6913598237,949531777,1/28/2025,831510,Internet,Transport,Off-us
573600017247252,6913598237,904925346,2/7/2025,4802916,EDC,Travel,On-us
573600017247252,6913598237,232906984,9/11/2025,8406091,Internet,Transport,On-us
573600017247252,6913598237,516279398,4/24/2025,3770121,Internet,Retail,On-us
573600017247252,6913598237,456169388,6/2/2025,6706833,E-Wallet,E-Commerce,Off-us
573600017247252,6913598237,586143885,1/26/2025,4564902,E-Wallet,E-Commerce,Off-us
573600017247252,6913598237,630162746,4/6/2025,3443037,QRIS,Transport,On-us
573600017247252,6913598237,719584410,4/30/2025,9450924,ATM,Travel,Off-us
573600017247252,6913598237,530278155,3/28/2025,2847764,ATM,E-Commerce,Off-us
573600017247252,6913598237,270671689,4/12/2025,212160,ATM,Utilities,On-us
573600017247252,6913598237,208449933,3/14/2025,177905,QRIS,Transport,On-us
573600017247252,6913598237,925245687,4/21/2025,1799402,Mobile,E-Commerce,Off-us
573600017247252,6913598237,409666353,6/24/2025,8407128,ATM,Transport,Off-us
573600017247252,4167151602,896442106,3/22/2025,3274143,Mobile,Transport,Off-us
573600017247252,4167151602,552847091,9/6/2025,2522615,Mobile,Utilities,On-us
573600017247252,4167151602,807373046,6/20/2025,832598,ATM,Transport,Off-us
573600017247252,4167151602,142776761,6/19/2025,8147392,E-Wallet,E-Commerce,Off-us
573600017247252,4167151602,209860914,7/31/2025,6005403,Mobile,Travel,On-us
573600017247252,4167151602,815307854,9/13/2025,7474270,QRIS,Utilities,On-us
573600017247252,4167151602,270631613,4/23/2025,2160054,QRIS,F&B,On-us
573600017247252,4167151602,392099478,3/1/2025,7667907,E-Wallet,F&B,Off-us
573600017247252,4167151602,155330358,7/27/2025,681304,ATM,E-Commerce,On-us
573600017247252,4167151602,430616382,3/14/2025,7804791,ATM,F&B,On-us
573600017247252,4167151602,616593591,1/9/2025,5446558,Internet,Entertainment,Off-us
573600017247252,4167151602,921447707,10/23/2025,5995196,Mobile,Travel,Off-us
573600017247252,4167151602,882849226,3/26/2025,4133503,EDC,Transport,On-us
573600017247252,4167151602,939488701,1/12/2025,7143571,QRIS,Entertainment,Off-us
573600017247252,4167151602,417614651,10/21/2025,8536272,EDC,Retail,On-us
573600017247252,4167151602,515997039,8/18/2025,4284127,ATM,F&B,On-us
573600017247252,4167151602,369097400,6/15/2025,8254763,Internet,F&B,Off-us
573600017247252,4167151602,362511304,9/16/2025,6591273,E-Wallet,Utilities,On-us
573600017247252,4167151602,299722741,3/28/2025,5838028,Internet,Retail,On-us
335735489845369,2351320869,565107745,10/16/2025,3104548,EDC,Retail,Off-us
335735489845369,2351320869,994431970,7/5/2025,9410052,QRIS,Entertainment,On-us
335735489845369,2351320869,980954248,7/10/2025,4346370,QRIS,E-Commerce,Off-us
335735489845369,2351320869,509822349,9/8/2025,2975034,Internet,Entertainment,Off-us
335735489845369,2351320869,748383277,2/12/2025,9765063,QRIS,Retail,Off-us
335735489845369,2351320869,259480005,3/25/2025,1845446,Internet,Utilities,Off-us
335735489845369,2351320869,142351489,2/21/2025,5302451,EDC,Retail,On-us
335735489845369,2351320869,405035124,2/7/2025,2257251,QRIS,Travel,Off-us
335735489845369,2351320869,640507314,7/5/2025,2547671,QRIS,Entertainment,On-us
335735489845369,2351320869,463881173,8/8/2025,1846894,Internet,E-Commerce,Off-us
335735489845369,2351320869,374033479,7/12/2025,9113449,EDC,Transport,On-us
335735489845369,2351320869,620494413,2/16/2025,3070382,E-Wallet,Utilities,On-us
335735489845369,2351320869,127511826,4/11/2025,5945273,Internet,Retail,On-us
335735489845369,2351320869,869127127,1/28/2025,8744223,EDC,F&B,On-us
335735489845369,9228330935,127895885,6/16/2025,1106732,Internet,Utilities,On-us
335735489845369,9228330935,759719673,9/30/2025,8383210,QRIS,Travel,Off-us
335735489845369,9228330935,206035921,6/23/2025,6176738,E-Wallet,Entertainment,Off-us
335735489845369,9228330935,589744255,9/1/2025,9594802,ATM,Travel,On-us
822698939487690,1183565184,162786979,2/16/2025,1687353,EDC,Entertainment,On-us
822698939487690,1183565184,127028920,5/24/2025,5290113,QRIS,E-Commerce,Off-us
822698939487690,1183565184,707539752,5/27/2025,4593481,Mobile,Entertainment,On-us
822698939487690,1183565184,901818529,6/16/2025,8271221,ATM,Utilities,Off-us
822698939487690,1183565184,668501604,4/21/2025,9346235,Internet,Utilities,Off-us
822698939487690,1183565184,205863191,1/26/2025,7309063,QRIS,E-Commerce,Off-us
822698939487690,1183565184,306019081,1/17/2025,8821661,EDC,Entertainment,On-us
822698939487690,1183565184,697807048,3/12/2025,43845,QRIS,F&B,Off-us
822698939487690,1183565184,526037270,8/28/2025,2571508,E-Wallet,F&B,Off-us
584160211643764,2060690138,160050986,9/20/2025,4376871,Internet,Retail,On-us
584160211643764,2060690138,962054695,5/15/2025,5981980,ATM,Transport,On-us
584160211643764,2060690138,714440935,8/29/2025,4400088,QRIS,E-Commerce,Off-us
584160211643764,2060690138,405830512,5/26/2025,3092579,Internet,Travel,Off-us
584160211643764,2060690138,393554025,9/15/2025,9551435,QRIS,Utilities,On-us
584160211643764,2060690138,355435508,9/25/2025,334277,Internet,Travel,On-us
584160211643764,2060690138,671224579,2/5/2025,4436329,ATM,F&B,On-us
584160211643764,3073830453,610581821,3/10/2025,8329423,QRIS,E-Commerce,On-us
584160211643764,3073830453,796583088,8/18/2025,1371158,ATM,E-Commerce,Off-us
584160211643764,3073830453,261302093,9/27/2025,2858480,Internet,Retail,On-us
584160211643764,3073830453,597234894,10/15/2025,9496525,EDC,F&B,Off-us
584160211643764,3073830453,138669500,10/3/2025,8879303,Mobile,E-Commerce,On-us
584160211643764,3073830453,626000091,2/9/2025,5249249,ATM,Retail,On-us
584160211643764,3073830453,590282632,5/24/2025,8525130,Internet,Utilities,On-us
584160211643764,3073830453,308481649,9/26/2025,7763757,Mobile,Retail,On-us
584160211643764,3073830453,938268580,1/13/2025,1662355,Internet,F&B,Off-us
584160211643764,3073830453,109117535,9/21/2025,800502,Mobile,Travel,Off-us
584160211643764,3073830453,451706555,6/18/2025,5159820,QRIS,E-Commerce,Off-us
584160211643764,3073830453,406450633,9/1/2025,6516848,ATM,F&B,Off-us
584160211643764,3073830453,231449625,8/26/2025,4991349,E-Wallet,F&B,Off-us
584160211643764,3073830453,305581159,8/1/2025,4084522,E-Wallet,F&B,On-us
584160211643764,3073830453,145172091,3/22/2025,5879742,ATM,Travel,Off-us
584160211643764,3073830453,518112058,8/12/2025,4729897,QRIS,Entertainment,On-us
584160211643764,4520262008,695911266,6/25/2025,67980,E-Wallet,Retail,On-us
584160211643764,4520262008,926821931,2/15/2025,9590850,E-Wallet,Transport,On-us
584160211643764,4520262008,988050122,7/22/2025,7227110,EDC,E-Commerce,Off-us
584160211643764,4520262008,137859411,2/28/2025,7164115,QRIS,Entertainment,On-us
584160211643764,4520262008,887055944,3/2/2025,3774791,Mobile,F&B,On-us
584160211643764,4520262008,942589289,5/2/2025,4090789,Internet,Travel,On-us
584160211643764,4520262008,516403056,3/11/2025,5261604,Mobile,E-Commerce,On-us
584160211643764,4520262008,778106358,1/31/2025,2919813,Internet,Travel,On-us
584160211643764,4520262008,512002497,5/13/2025,3219196,ATM,Transport,On-us
584160211643764,4520262008,457381909,7/22/2025,6358217,E-Wallet,Entertainment,Off-us
584160211643764,4520262008,872000531,4/16/2025,4945488,EDC,Transport,Off-us
584160211643764,4520262008,558514963,5/2/2025,8168039,EDC,Travel,On-us
852491768769383,9385995756,499498408,2/28/2025,1850652,QRIS,Entertainment,On-us
852491768769383,9385995756,957484414,1/3/2025,9617051,EDC,Travel,Off-us
852491768769383,9385995756,287972872,8/27/2025,5673789,QRIS,Entertainment,On-us
852491768769383,9385995756,265036871,5/9/2025,7992743,ATM,Transport,On-us
168821056528514,6014660105,552322195,3/21/2025,5878277,EDC,E-Commerce,Off-us
168821056528514,6014660105,330332173,10/14/2025,5014683,ATM,Travel,On-us
168821056528514,6014660105,548708042,8/20/2025,4498465,E-Wallet,Transport,On-us
168821056528514,6014660105,996482416,2/5/2025,8142528,QRIS,E-Commerce,Off-us
168821056528514,6014660105,484523792,7/23/2025,1090378,ATM,E-Commerce,Off-us
168821056528514,6014660105,386764542,7/29/2025,396463,E-Wallet,Travel,Off-us
168821056528514,6014660105,609471823,2/27/2025,7272269,ATM,Utilities,Off-us
168821056528514,6014660105,788146953,3/10/2025,3048059,Mobile,Entertainment,Off-us
168821056528514,6014660105,766158562,5/12/2025,823463,EDC,Entertainment,On-us
168821056528514,6014660105,689661107,10/21/2025,6006023,Mobile,Retail,On-us
168821056528514,6014660105,338301714,4/30/2025,2852561,EDC,Entertainment,Off-us
168821056528514,6014660105,129625849,7/8/2025,1760272,EDC,Travel,On-us
168821056528514,6014660105,575832565,8/24/2025,1537342,ATM,E-Commerce,Off-us
168821056528514,6014660105,666862673,10/2/2025,9558750,Mobile,Utilities,On-us
168821056528514,6014660105,264043561,6/29/2025,6565837,QRIS,Retail,On-us
168821056528514,6014660105,788802088,4/18/2025,6479380,E-Wallet,Entertainment,On-us
168821056528514,6014660105,873171638,1/13/2025,6516686,ATM,Utilities,Off-us
168821056528514,6014660105,568350417,4/25/2025,776506,EDC,E-Commerce,On-us
168821056528514,6014660105,449996795,2/19/2025,6433700,EDC,Travel,Off-us
168821056528514,6014660105,421367121,1/31/2025,263461,E-Wallet,Retail,On-us
168821056528514,6014660105,558332529,2/4/2025,9232856,ATM,Travel,On-us
168821056528514,6014660105,628060786,4/10/2025,8637594,Mobile,Transport,Off-us
168821056528514,4564055179,340862465,8/8/2025,8584511,Internet,Entertainment,Off-us
168821056528514,4564055179,794389101,1/9/2025,3117307,EDC,Transport,On-us
168821056528514,4564055179,955430785,7/14/2025,8259327,Mobile,Transport,Off-us
168821056528514,4564055179,529803038,8/12/2025,2241891,Internet,F&B,On-us
168821056528514,4564055179,941088466,5/9/2025,4041668,EDC,E-Commerce,Off-us
168821056528514,4564055179,448048289,8/16/2025,6613393,E-Wallet,Transport,On-us
168821056528514,4564055179,731563713,5/7/2025,9262322,QRIS,E-Commerce,Off-us
168821056528514,5802728686,776432566,1/28/2025,1954246,ATM,Travel,On-us
168821056528514,5802728686,781860048,4/6/2025,36655,EDC,Travel,On-us
168821056528514,5802728686,387606691,5/17/2025,5615586,Internet,Entertainment,Off-us
168821056528514,5802728686,314257629,4/5/2025,2146251,Internet,Utilities,On-us
168821056528514,5802728686,406505913,3/10/2025,8015709,Mobile,Transport,Off-us
168821056528514,5802728686,526142984,9/28/2025,4807867,ATM,Utilities,Off-us
388712238890292,7071007276,858952942,9/28/2025,5183275,QRIS,Transport,On-us
388712238890292,7071007276,819484216,4/2/2025,5469759,Mobile,Utilities,On-us
388712238890292,7071007276,324836254,1/10/2025,6418489,Mobile,Travel,On-us
388712238890292,7071007276,559491480,4/17/2025,5131754,E-Wallet,Travel,Off-us
388712238890292,7071007276,723861624,9/23/2025,8607912,QRIS,Retail,On-us
388712238890292,7071007276,878534239,9/23/2025,320306,EDC,Utilities,On-us
388712238890292,7071007276,812317571,4/23/2025,4849883,E-Wallet,Entertainment,Off-us
388712238890292,7071007276,497102915,7/12/2025,4664780,ATM,Travel,On-us
388712238890292,6196470732,198428478,3/6/2025,34521,E-Wallet,E-Commerce,Off-us
388712238890292,6196470732,467774731,8/8/2025,2680622,QRIS,Retail,Off-us
388712238890292,6196470732,396298219,6/15/2025,5748541,Internet,Utilities,On-us
388712238890292,6196470732,926364008,6/11/2025,4616806,ATM,Retail,On-us
388712238890292,6196470732,685900352,6/9/2025,1676714,EDC,Entertainment,On-us
388712238890292,6196470732,268999263,2/2/2025,8659764,EDC,E-Commerce,Off-us
388712238890292,6196470732,526830499,1/5/2025,3729074,ATM,Utilities,On-us
388712238890292,6196470732,482147024,8/18/2025,7209472,E-Wallet,Utilities,Off-us
388712238890292,6196470732,310998424,2/22/2025,3354088,QRIS,E-Commerce,On-us
388712238890292,6196470732,323477360,10/15/2025,3580190,Internet,Transport,Off-us
388712238890292,6196470732,295636441,8/14/2025,3009269,Internet,E-Commerce,Off-us
388712238890292,6196470732,305349202,9/22/2025,7435559,E-Wallet,Transport,On-us
388712238890292,6196470732,769666722,7/26/2025,3822394,ATM,Entertainment,On-us
388712238890292,6196470732,915931125,2/5/2025,4707647,Mobile,E-Commerce,On-us
388712238890292,6196470732,960668827,1/23/2025,6470261,E-Wallet,Utilities,On-us
388712238890292,6196470732,271855100,5/22/2025,3329776,Mobile,Utilities,On-us
388712238890292,6196470732,993276119,4/20/2025,8264429,QRIS,Transport,On-us
388712238890292,6196470732,196841421,1/6/2025,3536712,QRIS,Transport,On-us
388712238890292,6196470732,786697116,3/8/2025,6344430,Internet,E-Commerce,Off-us
103305930811735,1185113550,183507119,10/16/2025,313670,E-Wallet,Retail,On-us
103305930811735,4032058948,643765516,6/1/2025,9282886,E-Wallet,Entertainment,Off-us
103305930811735,4032058948,987142548,7/23/2025,3716937,Internet,Transport,On-us
103305930811735,4032058948,696503402,9/2/2025,8357000,ATM,Retail,Off-us
103305930811735,4032058948,135850829,3/6/2025,7758790,Mobile,Transport,Off-us
103305930811735,4032058948,868276157,1/6/2025,5636349,Internet,Entertainment,Off-us
103305930811735,4032058948,125705177,3/31/2025,6884863,EDC,Utilities,Off-us
103305930811735,4032058948,622056517,5/31/2025,1172864,QRIS,Travel,On-us
103305930811735,4032058948,615531830,2/3/2025,1608030,Mobile,Travel,On-us
103305930811735,4032058948,547826310,4/15/2025,232794,Internet,Transport,Off-us
103305930811735,4032058948,888320302,4/24/2025,2403553,E-Wallet,Transport,On-us
103305930811735,4032058948,871521436,8/30/2025,6630597,ATM,Retail,Off-us
103305930811735,4032058948,441228374,9/28/2025,9022921,Mobile,E-Commerce,Off-us
933343650594205,6933997686,245842261,5/22/2025,626186,E-Wallet,Transport,Off-us
933343650594205,6933997686,640878286,9/28/2025,6228631,Internet,E-Commerce,Off-us
933343650594205,6933997686,917767657,10/25/2025,5549580,Mobile,Travel,Off-us
933343650594205,6933997686,710440060,7/20/2025,317558,Mobile,Utilities,On-us
933343650594205,6933997686,674732771,9/3/2025,3832062,Mobile,Utilities,Off-us
933343650594205,6933997686,818311069,2/27/2025,2841143,ATM,E-Commerce,Off-us
122814832825275,1627155489,536518910,5/12/2025,6220079,ATM,Retail,Off-us
122814832825275,1627155489,396540206,8/16/2025,7397707,E-Wallet,E-Commerce,Off-us
122814832825275,1627155489,920941486,10/1/2025,2279219,E-Wallet,Entertainment,Off-us
122814832825275,1627155489,148913920,3/27/2025,9879873,E-Wallet,Utilities,Off-us
122814832825275,1627155489,214418266,1/16/2025,9979641,Internet,Retail,Off-us
122814832825275,1627155489,792050593,7/11/2025,8367572,Mobile,F&B,On-us
122814832825275,1627155489,325452207,5/29/2025,4279954,QRIS,Utilities,On-us
122814832825275,1627155489,381870096,7/8/2025,4020421,EDC,Utilities,Off-us
122814832825275,1627155489,944163227,7/19/2025,2718792,EDC,Entertainment,Off-us
122814832825275,1627155489,927949458,4/12/2025,2677939,EDC,Transport,On-us
122814832825275,1627155489,776860352,8/19/2025,8348339,E-Wallet,Transport,On-us
122814832825275,1627155489,143877102,9/24/2025,5442547,Mobile,Travel,On-us
122814832825275,9263830570,479278984,1/28/2025,3440100,Internet,Transport,On-us
122814832825275,9263830570,200090108,2/7/2025,4748983,E-Wallet,Transport,Off-us
122814832825275,9263830570,514468141,6/15/2025,5542202,ATM,Entertainment,On-us
122814832825275,9263830570,751725559,10/22/2025,3291805,QRIS,Entertainment,On-us
122814832825275,9263830570,598200792,9/6/2025,4004326,QRIS,Transport,Off-us
893622389017913,8178634419,296964626,2/5/2025,8950157,Mobile,Entertainment,Off-us
893622389017913,8178634419,686393188,1/30/2025,5333574,E-Wallet,E-Commerce,Off-us
893622389017913,8178634419,372231083,9/4/2025,1396371,E-Wallet,Entertainment,On-us
893622389017913,8178634419,289883682,7/26/2025,2453681,QRIS,E-Commerce,Off-us
893622389017913,8178634419,732925297,10/3/2025,8927082,E-Wallet,E-Commerce,Off-us
893622389017913,8178634419,947329702,2/19/2025,4409114,QRIS,Transport,Off-us
893622389017913,8178634419,764242740,8/1/2025,4756176,E-Wallet,Transport,Off-us
893622389017913,8178634419,281827222,7/24/2025,121881,ATM,F&B,On-us
893622389017913,8178634419,352509830,2/23/2025,2148384,Internet,Travel,Off-us
893622389017913,8178634419,267056227,8/31/2025,240837,Internet,F&B,Off-us
893622389017913,8178634419,937543472,5/16/2025,9876835,QRIS,Entertainment,On-us
893622389017913,8178634419,564545183,1/8/2025,5093674,EDC,Transport,Off-us
893622389017913,8178634419,479220328,5/26/2025,7314826,Internet,Utilities,On-us
893622389017913,8178634419,556033332,3/22/2025,7723802,ATM,E-Commerce,On-us
893622389017913,8178634419,892314559,8/21/2025,7071660,Mobile,Utilities,On-us
893622389017913,8178634419,592374786,1/17/2025,8370874,QRIS,Travel,On-us
893622389017913,8178634419,151235712,4/22/2025,8866775,E-Wallet,F&B,On-us
786185480395004,6333654459,369106823,1/18/2025,8593230,Mobile,E-Commerce,Off-us
786185480395004,6333654459,829657703,1/16/2025,8717452,Internet,Transport,On-us
786185480395004,6333654459,595757594,7/14/2025,4384928,ATM,Entertainment,On-us
786185480395004,6333654459,583931445,6/14/2025,3933682,ATM,Retail,Off-us
786185480395004,6333654459,761770830,6/28/2025,6539819,Internet,Retail,On-us
786185480395004,6333654459,574771534,4/13/2025,7513972,QRIS,E-Commerce,On-us
786185480395004,6333654459,576168425,3/23/2025,184507,Mobile,Travel,On-us
786185480395004,6333654459,903538530,2/7/2025,4202526,ATM,Entertainment,On-us
786185480395004,6333654459,837563673,5/16/2025,9330296,QRIS,E-Commerce,Off-us
786185480395004,6333654459,891212836,6/3/2025,1360926,Internet,F&B,Off-us
786185480395004,6333654459,671125410,10/12/2025,7083033,EDC,Retail,Off-us
786185480395004,6333654459,853471233,9/30/2025,3812066,QRIS,Transport,Off-us
786185480395004,6333654459,238840628,1/1/2025,4819539,Internet,F&B,Off-us
786185480395004,6333654459,899937277,6/8/2025,9808625,EDC,Transport,On-us
786185480395004,6333654459,829253835,4/5/2025,9906044,QRIS,Travel,On-us
786185480395004,6333654459,116681715,8/3/2025,7638683,Mobile,Utilities,Off-us
786185480395004,6333654459,953037436,4/19/2025,8832499,EDC,F&B,Off-us
786185480395004,6333654459,329132186,5/23/2025,5906631,E-Wallet,Utilities,Off-us
660959342485978,8834010266,125698182,10/24/2025,3992427,QRIS,E-Commerce,Off-us
660959342485978,8834010266,527310309,1/24/2025,8229412,ATM,F&B,On-us
660959342485978,8834010266,337861655,9/20/2025,5809388,Mobile,E-Commerce,Off-us
660959342485978,8834010266,229912148,9/16/2025,7043816,EDC,F&B,Off-us
660959342485978,8834010266,942939962,9/19/2025,8314927,ATM,Entertainment,Off-us
660959342485978,8834010266,891256314,8/17/2025,4495308,Internet,Retail,On-us
660959342485978,8834010266,660968940,4/23/2025,8176808,QRIS,Utilities,On-us
660959342485978,8834010266,874912993,2/6/2025,997742,QRIS,Transport,On-us
660959342485978,8834010266,932865858,7/28/2025,4847289,Mobile,Entertainment,On-us
660959342485978,6068742785,176040002,3/20/2025,8619121,E-Wallet,E-Commerce,Off-us
660959342485978,6068742785,218312022,2/8/2025,5228609,Internet,Travel,Off-us
660959342485978,6068742785,590875071,1/28/2025,3078428,EDC,Entertainment,On-us
660959342485978,6068742785,712462560,6/16/2025,821066,ATM,F&B,Off-us
660959342485978,6068742785,839096825,4/5/2025,330876,E-Wallet,Utilities,Off-us
660959342485978,6068742785,523365253,7/22/2025,595323,Mobile,Retail,On-us
660959342485978,6068742785,412593576,7/24/2025,2237515,E-Wallet,F&B,On-us
660959342485978,6068742785,244122011,4/12/2025,5755113,ATM,Utilities,Off-us
660959342485978,6068742785,697528795,1/15/2025,5580848,Mobile,Utilities,Off-us
660959342485978,6068742785,755980514,8/14/2025,3440872,EDC,Travel,On-us
660959342485978,6068742785,929934931,10/12/2025,7231921,E-Wallet,Utilities,On-us
660959342485978,6068742785,811691441,1/21/2025,7871699,EDC,F&B,Off-us
660959342485978,6068742785,329094268,6/10/2025,1125258,QRIS,Entertainment,On-us
660959342485978,6068742785,677658218,5/23/2025,3415755,QRIS,Travel,Off-us
660959342485978,6068742785,569274809,6/23/2025,9489869,EDC,F&B,On-us
660959342485978,6068742785,466030758,10/6/2025,430028,EDC,E-Commerce,Off-us
660959342485978,6068742785,578678774,9/1/2025,1749351,Mobile,Utilities,On-us
660959342485978,6068742785,705847203,10/12/2025,7096145,ATM,E-Commerce,Off-us
660959342485978,6068742785,996452054,1/16/2025,2170167,EDC,E-Commerce,On-us
660959342485978,6068742785,606389201,8/20/2025,2531900,ATM,F&B,Off-us
660959342485978,6068742785,509106185,1/20/2025,1202812,E-Wallet,E-Commerce,On-us
660959342485978,6068742785,714003423,6/28/2025,8515873,Internet,Retail,Off-us
660959342485978,6068742785,300949158,1/24/2025,7084392,EDC,F&B,Off-us
660959342485978,6068742785,537950790,7/5/2025,4817949,ATM,Retail,Off-us
660959342485978,2472871694,284692868,7/15/2025,5486556,ATM,Utilities,Off-us
660959342485978,2472871694,495017224,2/14/2025,4643705,ATM,Utilities,On-us
660959342485978,2472871694,576442801,5/7/2025,8218250,E-Wallet,F&B,On-us
660959342485978,2472871694,115877778,8/9/2025,8698988,QRIS,Travel,Off-us
660959342485978,2472871694,576553514,2/11/2025,49254,Internet,Utilities,On-us
660959342485978,2472871694,692743470,3/26/2025,8085740,ATM,Transport,On-us
660959342485978,2472871694,257959419,5/11/2025,9044285,EDC,F&B,On-us
660959342485978,2472871694,819088561,2/21/2025,3062575,Mobile,Retail,Off-us
660959342485978,2472871694,103143197,3/31/2025,8946443,E-Wallet,Transport,Off-us
660959342485978,2472871694,803372782,2/21/2025,3357748,E-Wallet,Retail,On-us
660959342485978,2472871694,867567511,6/6/2025,9615060,QRIS,Utilities,On-us
660959342485978,2472871694,365057860,4/26/2025,7591533,Mobile,E-Commerce,Off-us
660959342485978,2472871694,661501424,1/30/2025,2158564,E-Wallet,Utilities,Off-us
660959342485978,2472871694,393411528,4/17/2025,557325,Mobile,Entertainment,Off-us
660959342485978,2472871694,266156954,3/14/2025,3520902,QRIS,Utilities,On-us
660959342485978,2472871694,476814365,5/29/2025,8385743,Internet,E-Commerce,On-us
773151941691902,6652612064,253683159,4/28/2025,384505,EDC,Utilities,On-us
773151941691902,6652612064,322390311,6/10/2025,2747802,Internet,Utilities,Off-us
